country,country_code,year_week,age_group,new_cases,population,rate_14_day_per_100k,source
Luxembourg,LU,2021-13,25-49yr,459,239349,374.3,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-14,25-49yr,371,239349,346.8,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-15,25-49yr,348,239349,300.4,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-16,25-49yr,379,239349,303.7,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-17,25-49yr,285,239349,277.4,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-09,50-64yr,0,124024,,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-10,50-64yr,1,124024,0.8,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-11,50-64yr,21,124024,17.7,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-12,50-64yr,172,124024,155.6,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-13,50-64yr,221,124024,316.9,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-14,50-64yr,79,124024,241.9,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-15,50-64yr,32,124024,89.5,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-16,50-64yr,19,124024,41.1,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-17,50-64yr,12,124024,25,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-18,50-64yr,5,124024,13.7,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-19,50-64yr,7,124024,9.7,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-20,50-64yr,2,124024,7.3,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-21,50-64yr,5,124024,5.6,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-22,50-64yr,3,124024,6.5,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-23,50-64yr,1,124024,3.2,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-24,50-64yr,3,124024,3.2,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-25,50-64yr,2,124024,4,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-26,50-64yr,15,124024,13.7,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-27,50-64yr,27,124024,33.9,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-28,50-64yr,44,124024,57.2,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-29,50-64yr,65,124024,87.9,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-30,50-64yr,71,124024,109.7,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-31,50-64yr,42,124024,91.1,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-32,50-64yr,33,124024,60.5,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-33,50-64yr,22,124024,44.3,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-34,50-64yr,42,124024,51.6,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-35,50-64yr,51,124024,75,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-36,50-64yr,30,124024,65.3,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-37,50-64yr,18,124024,38.7,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-38,50-64yr,87,124024,84.7,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-39,50-64yr,57,124024,116.1,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-40,50-64yr,57,124024,91.9,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-41,50-64yr,70,124024,102.4,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-42,50-64yr,110,124024,145.1,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-43,50-64yr,271,124024,307.2,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-44,50-64yr,406,124024,545.9,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-45,50-64yr,430,124024,674.1,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-46,50-64yr,402,124024,670.8,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-47,50-64yr,377,124024,628.1,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-48,50-64yr,377,124024,607.9,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-49,50-64yr,410,124024,634.6,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-50,50-64yr,364,124024,624.1,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-51,50-64yr,281,124024,520.1,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-52,50-64yr,161,124024,356.4,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-53,50-64yr,136,124024,239.5,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-01,50-64yr,111,124024,199.2,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-02,50-64yr,114,124024,181.4,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-03,50-64yr,93,124024,166.9,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-04,50-64yr,118,124024,170.1,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-05,50-64yr,127,124024,197.5,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-06,50-64yr,103,124024,185.4,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-07,50-64yr,158,124024,210.4,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-08,50-64yr,162,124024,258,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-09,50-64yr,158,124024,258,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-10,50-64yr,146,124024,245.1,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-11,50-64yr,183,124024,265.3,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-12,50-64yr,202,124024,310.4,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-13,50-64yr,174,124024,303.2,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-14,50-64yr,178,124024,283.8,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-15,50-64yr,165,124024,276.6,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-16,50-64yr,148,124024,252.4,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-17,50-64yr,128,124024,222.5,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-09,65-79yr,0,65862,,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-10,65-79yr,0,65862,0,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-11,65-79yr,7,65862,10.6,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-12,65-79yr,62,65862,104.8,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-13,65-79yr,94,65862,236.9,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-14,65-79yr,38,65862,200.4,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-15,65-79yr,20,65862,88.1,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-16,65-79yr,13,65862,50.1,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-17,65-79yr,3,65862,24.3,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-18,65-79yr,3,65862,9.1,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-19,65-79yr,2,65862,7.6,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-20,65-79yr,1,65862,4.6,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-21,65-79yr,1,65862,3,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-22,65-79yr,3,65862,6.1,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-23,65-79yr,2,65862,7.6,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-24,65-79yr,1,65862,4.6,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-25,65-79yr,1,65862,3,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-26,65-79yr,4,65862,7.6,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-27,65-79yr,6,65862,15.2,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-28,65-79yr,13,65862,28.8,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-29,65-79yr,18,65862,47.1,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-30,65-79yr,18,65862,54.7,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-31,65-79yr,12,65862,45.5,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-32,65-79yr,7,65862,28.8,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-33,65-79yr,2,65862,13.7,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-34,65-79yr,6,65862,12.1,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-35,65-79yr,5,65862,16.7,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-36,65-79yr,10,65862,22.8,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-37,65-79yr,10,65862,30.4,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-38,65-79yr,34,65862,66.8,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-39,65-79yr,14,65862,72.9,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-40,65-79yr,16,65862,45.5,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-41,65-79yr,33,65862,74.4,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-42,65-79yr,38,65862,107.8,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-43,65-79yr,127,65862,250.5,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-44,65-79yr,201,65862,498,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-45,65-79yr,195,65862,601.3,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-46,65-79yr,171,65862,555.7,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-47,65-79yr,180,65862,532.9,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-48,65-79yr,161,65862,517.7,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-49,65-79yr,176,65862,511.7,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-50,65-79yr,172,65862,528.4,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-51,65-79yr,117,65862,438.8,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-52,65-79yr,52,65862,256.6,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-53,65-79yr,53,65862,159.4,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-01,65-79yr,45,65862,148.8,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-02,65-79yr,35,65862,121.5,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-03,65-79yr,38,65862,110.8,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-04,65-79yr,34,65862,109.3,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-05,65-79yr,41,65862,113.9,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-06,65-79yr,39,65862,121.5,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-07,65-79yr,53,65862,139.7,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-08,65-79yr,53,65862,160.9,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-09,65-79yr,70,65862,186.8,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-10,65-79yr,64,65862,203.5,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-11,65-79yr,61,65862,189.8,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-12,65-79yr,65,65862,191.3,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-13,65-79yr,51,65862,176.1,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-14,65-79yr,65,65862,176.1,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-15,65-79yr,54,65862,180.7,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-16,65-79yr,43,65862,147.3,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-17,65-79yr,29,65862,109.3,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-09,80+yr,0,24925,,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-10,80+yr,0,24925,0,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-11,80+yr,5,24925,20.1,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-12,80+yr,30,24925,140.4,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-13,80+yr,47,24925,308.9,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-14,80+yr,33,24925,321,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-15,80+yr,21,24925,216.6,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-16,80+yr,20,24925,164.5,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-17,80+yr,10,24925,120.4,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-18,80+yr,7,24925,68.2,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-19,80+yr,0,24925,28.1,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-20,80+yr,1,24925,4,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-21,80+yr,0,24925,4,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-22,80+yr,0,24925,0,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-23,80+yr,1,24925,4,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-24,80+yr,0,24925,4,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-25,80+yr,0,24925,0,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-26,80+yr,0,24925,0,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-27,80+yr,2,24925,8,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-28,80+yr,11,24925,52.2,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-29,80+yr,8,24925,76.2,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-30,80+yr,14,24925,88.3,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-31,80+yr,5,24925,76.2,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-32,80+yr,7,24925,48.1,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-33,80+yr,4,24925,44.1,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-34,80+yr,16,24925,80.2,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-35,80+yr,1,24925,68.2,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-36,80+yr,0,24925,4,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-37,80+yr,3,24925,12,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-38,80+yr,8,24925,44.1,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-39,80+yr,15,24925,92.3,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-40,80+yr,11,24925,104.3,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-41,80+yr,20,24925,124.4,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-42,80+yr,35,24925,220.7,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-43,80+yr,73,24925,433.3,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-44,80+yr,97,24925,682,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-45,80+yr,126,24925,894.7,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-46,80+yr,104,24925,922.8,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-47,80+yr,170,24925,1099.3,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-48,80+yr,102,24925,1091.3,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-49,80+yr,122,24925,898.7,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-50,80+yr,120,24925,970.9,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-51,80+yr,80,24925,802.4,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-52,80+yr,73,24925,613.8,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2020-53,80+yr,27,24925,401.2,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-01,80+yr,28,24925,220.7,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-02,80+yr,35,24925,252.8,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-03,80+yr,22,24925,228.7,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-04,80+yr,37,24925,236.7,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-05,80+yr,27,24925,256.8,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-06,80+yr,27,24925,216.6,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-07,80+yr,37,24925,256.8,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-08,80+yr,59,24925,385.2,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-09,80+yr,47,24925,425.3,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-10,80+yr,48,24925,381.1,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-11,80+yr,57,24925,421.3,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-12,80+yr,55,24925,449.3,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-13,80+yr,18,24925,292.9,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-14,80+yr,23,24925,164.5,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-15,80+yr,28,24925,204.6,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-16,80+yr,16,24925,176.5,"TESSy COVID-19, national weekly data"
Luxembourg,LU,2021-17,80+yr,13,24925,116.3,"TESSy COVID-19, national weekly data"
Malta,MT,2020-10,<15yr,0,69158,,"TESSy COVID-19, national weekly data"
Malta,MT,2020-11,<15yr,0,69158,0,"TESSy COVID-19, national weekly data"
Malta,MT,2020-12,<15yr,3,69158,4.3,"TESSy COVID-19, national weekly data"
Malta,MT,2020-13,<15yr,0,69158,4.3,"TESSy COVID-19, national weekly data"
Malta,MT,2020-14,<15yr,2,69158,2.9,"TESSy COVID-19, national weekly data"
Malta,MT,2020-15,<15yr,8,69158,14.5,"TESSy COVID-19, national weekly data"
Malta,MT,2020-16,<15yr,0,69158,11.6,"TESSy COVID-19, national weekly data"
Malta,MT,2020-17,<15yr,0,69158,0,"TESSy COVID-19, national weekly data"
Malta,MT,2020-18,<15yr,0,69158,0,"TESSy COVID-19, national weekly data"
Malta,MT,2020-19,<15yr,0,69158,0,"TESSy COVID-19, national weekly data"
Malta,MT,2020-20,<15yr,0,69158,0,"TESSy COVID-19, national weekly data"
Malta,MT,2020-21,<15yr,0,69158,0,"TESSy COVID-19, national weekly data"
Malta,MT,2020-22,<15yr,0,69158,0,"TESSy COVID-19, national weekly data"
Malta,MT,2020-23,<15yr,0,69158,0,"TESSy COVID-19, national weekly data"
Malta,MT,2020-24,<15yr,0,69158,0,"TESSy COVID-19, national weekly data"
Malta,MT,2020-25,<15yr,0,69158,0,"TESSy COVID-19, national weekly data"
Malta,MT,2020-26,<15yr,0,69158,0,"TESSy COVID-19, national weekly data"
Malta,MT,2020-27,<15yr,0,69158,0,"TESSy COVID-19, national weekly data"
Malta,MT,2020-28,<15yr,0,69158,0,"TESSy COVID-19, national weekly data"
Malta,MT,2020-29,<15yr,0,69158,0,"TESSy COVID-19, national weekly data"
Malta,MT,2020-30,<15yr,0,69158,0,"TESSy COVID-19, national weekly data"
Malta,MT,2020-31,<15yr,0,69158,0,"TESSy COVID-19, national weekly data"
Malta,MT,2020-32,<15yr,16,69158,23.1,"TESSy COVID-19, national weekly data"
Malta,MT,2020-33,<15yr,18,69158,49.2,"TESSy COVID-19, national weekly data"
Malta,MT,2020-34,<15yr,12,69158,43.4,"TESSy COVID-19, national weekly data"
Malta,MT,2020-35,<15yr,12,69158,34.7,"TESSy COVID-19, national weekly data"
Malta,MT,2020-36,<15yr,11,69158,33.3,"TESSy COVID-19, national weekly data"
Malta,MT,2020-37,<15yr,14,69158,36.1,"TESSy COVID-19, national weekly data"
Malta,MT,2020-38,<15yr,20,69158,49.2,"TESSy COVID-19, national weekly data"
Malta,MT,2020-39,<15yr,13,69158,47.7,"TESSy COVID-19, national weekly data"
Malta,MT,2020-40,<15yr,14,69158,39,"TESSy COVID-19, national weekly data"
Malta,MT,2020-41,<15yr,40,69158,78.1,"TESSy COVID-19, national weekly data"
Malta,MT,2020-42,<15yr,40,69158,115.7,"TESSy COVID-19, national weekly data"
Malta,MT,2020-43,<15yr,63,69158,148.9,"TESSy COVID-19, national weekly data"
Malta,MT,2020-44,<15yr,45,69158,156.2,"TESSy COVID-19, national weekly data"
Malta,MT,2020-45,<15yr,60,69158,151.8,"TESSy COVID-19, national weekly data"
Malta,MT,2020-46,<15yr,120,69158,260.3,"TESSy COVID-19, national weekly data"
Malta,MT,2020-47,<15yr,121,69158,348.5,"TESSy COVID-19, national weekly data"
Malta,MT,2020-48,<15yr,141,69158,378.8,"TESSy COVID-19, national weekly data"
Malta,MT,2020-49,<15yr,150,69158,420.8,"TESSy COVID-19, national weekly data"
Malta,MT,2020-50,<15yr,103,69158,365.8,"TESSy COVID-19, national weekly data"
Malta,MT,2020-51,<15yr,75,69158,257.4,"TESSy COVID-19, national weekly data"
Malta,MT,2020-52,<15yr,35,69158,159.1,"TESSy COVID-19, national weekly data"
Malta,MT,2020-53,<15yr,63,69158,141.7,"TESSy COVID-19, national weekly data"
Malta,MT,2021-01,<15yr,107,69158,245.8,"TESSy COVID-19, national weekly data"
Malta,MT,2021-02,<15yr,105,69158,306.5,"TESSy COVID-19, national weekly data"
Malta,MT,2021-03,<15yr,97,69158,292.1,"TESSy COVID-19, national weekly data"
Malta,MT,2021-04,<15yr,129,69158,326.8,"TESSy COVID-19, national weekly data"
Malta,MT,2021-05,<15yr,68,69158,284.9,"TESSy COVID-19, national weekly data"
Malta,MT,2021-06,<15yr,119,69158,270.4,"TESSy COVID-19, national weekly data"
Malta,MT,2021-07,<15yr,110,69158,331.1,"TESSy COVID-19, national weekly data"
Malta,MT,2021-08,<15yr,167,69158,400.5,"TESSy COVID-19, national weekly data"
Malta,MT,2021-09,<15yr,189,69158,514.8,"TESSy COVID-19, national weekly data"
Malta,MT,2021-10,<15yr,198,69158,559.6,"TESSy COVID-19, national weekly data"
Malta,MT,2021-11,<15yr,169,69158,530.7,"TESSy COVID-19, national weekly data"
Malta,MT,2021-12,<15yr,54,69158,322.5,"TESSy COVID-19, national weekly data"
Malta,MT,2021-13,<15yr,28,69158,118.6,"TESSy COVID-19, national weekly data"
Malta,MT,2021-14,<15yr,25,69158,76.6,"TESSy COVID-19, national weekly data"
Malta,MT,2021-15,<15yr,20,69158,65.1,"TESSy COVID-19, national weekly data"
Malta,MT,2021-16,<15yr,0,69158,28.9,"TESSy COVID-19, national weekly data"
Malta,MT,2021-17,<15yr,8,69158,11.6,"TESSy COVID-19, national weekly data"
Malta,MT,2020-10,15-24yr,0,54926,,"TESSy COVID-19, national weekly data"
Malta,MT,2020-11,15-24yr,10,54926,18.2,"TESSy COVID-19, national weekly data"
Malta,MT,2020-12,15-24yr,8,54926,32.8,"TESSy COVID-19, national weekly data"
Malta,MT,2020-13,15-24yr,12,54926,36.4,"TESSy COVID-19, national weekly data"
Malta,MT,2020-14,15-24yr,12,54926,43.7,"TESSy COVID-19, national weekly data"
Malta,MT,2020-15,15-24yr,13,54926,45.5,"TESSy COVID-19, national weekly data"
Malta,MT,2020-16,15-24yr,12,54926,45.5,"TESSy COVID-19, national weekly data"
Malta,MT,2020-17,15-24yr,5,54926,31,"TESSy COVID-19, national weekly data"
Malta,MT,2020-18,15-24yr,9,54926,25.5,"TESSy COVID-19, national weekly data"
Malta,MT,2020-19,15-24yr,2,54926,20,"TESSy COVID-19, national weekly data"
Malta,MT,2020-20,15-24yr,9,54926,20,"TESSy COVID-19, national weekly data"
Malta,MT,2020-21,15-24yr,9,54926,32.8,"TESSy COVID-19, national weekly data"
Malta,MT,2020-22,15-24yr,0,54926,16.4,"TESSy COVID-19, national weekly data"
Malta,MT,2020-23,15-24yr,1,54926,1.8,"TESSy COVID-19, national weekly data"
Malta,MT,2020-24,15-24yr,2,54926,5.5,"TESSy COVID-19, national weekly data"
Malta,MT,2020-25,15-24yr,1,54926,5.5,"TESSy COVID-19, national weekly data"
Malta,MT,2020-26,15-24yr,0,54926,1.8,"TESSy COVID-19, national weekly data"
Malta,MT,2020-27,15-24yr,0,54926,0,"TESSy COVID-19, national weekly data"
Malta,MT,2020-28,15-24yr,0,54926,0,"TESSy COVID-19, national weekly data"
Malta,MT,2020-29,15-24yr,0,54926,0,"TESSy COVID-19, national weekly data"
Malta,MT,2020-30,15-24yr,13,54926,23.7,"TESSy COVID-19, national weekly data"
Malta,MT,2020-31,15-24yr,90,54926,187.5,"TESSy COVID-19, national weekly data"
Malta,MT,2020-32,15-24yr,61,54926,274.9,"TESSy COVID-19, national weekly data"
Malta,MT,2020-33,15-24yr,71,54926,240.3,"TESSy COVID-19, national weekly data"
Malta,MT,2020-34,15-24yr,55,54926,229.4,"TESSy COVID-19, national weekly data"
Malta,MT,2020-35,15-24yr,54,54926,198.4,"TESSy COVID-19, national weekly data"
Malta,MT,2020-36,15-24yr,32,54926,156.6,"TESSy COVID-19, national weekly data"
Malta,MT,2020-37,15-24yr,35,54926,122,"TESSy COVID-19, national weekly data"
Malta,MT,2020-38,15-24yr,39,54926,134.7,"TESSy COVID-19, national weekly data"
Malta,MT,2020-39,15-24yr,31,54926,127.4,"TESSy COVID-19, national weekly data"
Malta,MT,2020-40,15-24yr,56,54926,158.4,"TESSy COVID-19, national weekly data"
Malta,MT,2020-41,15-24yr,81,54926,249.4,"TESSy COVID-19, national weekly data"
Malta,MT,2020-42,15-24yr,164,54926,446.1,"TESSy COVID-19, national weekly data"
Malta,MT,2020-43,15-24yr,119,54926,515.2,"TESSy COVID-19, national weekly data"
Malta,MT,2020-44,15-24yr,98,54926,395.1,"TESSy COVID-19, national weekly data"
Malta,MT,2020-45,15-24yr,89,54926,340.5,"TESSy COVID-19, national weekly data"
Malta,MT,2020-46,15-24yr,117,54926,375.1,"TESSy COVID-19, national weekly data"
Malta,MT,2020-47,15-24yr,85,54926,367.8,"TESSy COVID-19, national weekly data"
Malta,MT,2020-48,15-24yr,89,54926,316.8,"TESSy COVID-19, national weekly data"
Malta,MT,2020-49,15-24yr,80,54926,307.7,"TESSy COVID-19, national weekly data"
Malta,MT,2020-50,15-24yr,60,54926,254.9,"TESSy COVID-19, national weekly data"
Malta,MT,2020-51,15-24yr,52,54926,203.9,"TESSy COVID-19, national weekly data"
Malta,MT,2020-52,15-24yr,77,54926,234.9,"TESSy COVID-19, national weekly data"
Malta,MT,2020-53,15-24yr,118,54926,355,"TESSy COVID-19, national weekly data"
Malta,MT,2021-01,15-24yr,203,54926,584.4,"TESSy COVID-19, national weekly data"
Malta,MT,2021-02,15-24yr,178,54926,693.7,"TESSy COVID-19, national weekly data"
Malta,MT,2021-03,15-24yr,141,54926,580.8,"TESSy COVID-19, national weekly data"
Malta,MT,2021-04,15-24yr,137,54926,506.1,"TESSy COVID-19, national weekly data"
Malta,MT,2021-05,15-24yr,81,54926,396.9,"TESSy COVID-19, national weekly data"
Malta,MT,2021-06,15-24yr,145,54926,411.5,"TESSy COVID-19, national weekly data"
