country,country_code,year_week,age_group,new_cases,population,rate_14_day_per_100k,source
Slovenia,SI,2020-30,15-24yr,10,196818,9.1,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-31,15-24yr,13,196818,11.7,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-32,15-24yr,19,196818,16.3,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-33,15-24yr,58,196818,39.1,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-34,15-24yr,76,196818,68.1,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-35,15-24yr,21,196818,49.3,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-36,15-24yr,33,196818,27.4,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-37,15-24yr,64,196818,49.3,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-38,15-24yr,72,196818,69.1,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-39,15-24yr,122,196818,98.6,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-40,15-24yr,148,196818,137.2,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-41,15-24yr,340,196818,247.9,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-42,15-24yr,716,196818,536.5,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-43,15-24yr,1226,196818,986.7,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-44,15-24yr,959,196818,1110.2,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-45,15-24yr,539,196818,761.1,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-46,15-24yr,663,196818,610.7,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-47,15-24yr,770,196818,728.1,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-48,15-24yr,731,196818,762.6,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-49,15-24yr,839,196818,797.7,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-50,15-24yr,782,196818,823.6,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-51,15-24yr,687,196818,746.4,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-52,15-24yr,675,196818,692,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-53,15-24yr,884,196818,792.1,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-01,15-24yr,1386,196818,1153.3,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-02,15-24yr,771,196818,1095.9,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-03,15-24yr,667,196818,730.6,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-04,15-24yr,753,196818,721.5,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-05,15-24yr,652,196818,713.9,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-06,15-24yr,517,196818,593.9,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-07,15-24yr,546,196818,540.1,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-08,15-24yr,601,196818,582.8,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-09,15-24yr,617,196818,618.8,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-10,15-24yr,564,196818,600,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-11,15-24yr,676,196818,630,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-12,15-24yr,779,196818,739.3,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-13,15-24yr,998,196818,902.9,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-14,15-24yr,718,196818,871.9,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-15,15-24yr,681,196818,710.8,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-16,15-24yr,678,196818,690.5,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-17,15-24yr,610,196818,654.4,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-10,25-49yr,9,711365,,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-11,25-49yr,112,711365,17,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-12,25-49yr,76,711365,26.4,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-13,25-49yr,78,711365,21.6,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-14,25-49yr,75,711365,21.5,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-15,25-49yr,73,711365,20.8,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-16,25-49yr,42,711365,16.2,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-17,25-49yr,24,711365,9.3,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-18,25-49yr,9,711365,4.6,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-19,25-49yr,9,711365,2.5,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-20,25-49yr,2,711365,1.5,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-21,25-49yr,1,711365,0.4,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-22,25-49yr,2,711365,0.4,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-23,25-49yr,8,711365,1.4,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-24,25-49yr,5,711365,1.8,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-25,25-49yr,15,711365,2.8,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-26,25-49yr,28,711365,6,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-27,25-49yr,72,711365,14.1,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-28,25-49yr,68,711365,19.7,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-29,25-49yr,44,711365,15.7,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-30,25-49yr,49,711365,13.1,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-31,25-49yr,41,711365,12.7,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-32,25-49yr,29,711365,9.8,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-33,25-49yr,68,711365,13.6,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-34,25-49yr,98,711365,23.3,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-35,25-49yr,111,711365,29.4,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-36,25-49yr,171,711365,39.6,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-37,25-49yr,266,711365,61.4,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-38,25-49yr,352,711365,86.9,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-39,25-49yr,442,711365,111.6,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-40,25-49yr,562,711365,141.1,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-41,25-49yr,1021,711365,222.5,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-42,25-49yr,2244,711365,459,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-43,25-49yr,5154,711365,1040,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-44,25-49yr,6042,711365,1573.9,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-45,25-49yr,4243,711365,1445.8,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-46,25-49yr,4326,711365,1204.6,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-47,25-49yr,4406,711365,1227.5,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-48,25-49yr,4349,711365,1230.7,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-49,25-49yr,4656,711365,1265.9,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-50,25-49yr,4795,711365,1328.6,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-51,25-49yr,4365,711365,1287.7,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-52,25-49yr,4046,711365,1182.4,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-53,25-49yr,4830,711365,1247.7,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-01,25-49yr,6448,711365,1585.4,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-02,25-49yr,4461,711365,1533.5,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-03,25-49yr,4012,711365,1191.1,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-04,25-49yr,3987,711365,1124.5,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-05,25-49yr,3332,711365,1028.9,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-06,25-49yr,2782,711365,859.5,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-07,25-49yr,2353,711365,721.9,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-08,25-49yr,2323,711365,657.3,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-09,25-49yr,2272,711365,645.9,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-10,25-49yr,2103,711365,615,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-11,25-49yr,2495,711365,646.4,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-12,25-49yr,2937,711365,763.6,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-13,25-49yr,3302,711365,877,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-14,25-49yr,2850,711365,864.8,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-15,25-49yr,2312,711365,725.6,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-16,25-49yr,2084,711365,618,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-17,25-49yr,2096,711365,587.6,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-10,50-64yr,8,447872,,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-11,50-64yr,57,447872,14.5,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-12,50-64yr,56,447872,25.2,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-13,50-64yr,94,447872,33.5,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-14,50-64yr,58,447872,33.9,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-15,50-64yr,42,447872,22.3,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-16,50-64yr,22,447872,14.3,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-17,50-64yr,9,447872,6.9,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-18,50-64yr,10,447872,4.2,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-19,50-64yr,1,447872,2.5,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-20,50-64yr,2,447872,0.7,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-21,50-64yr,0,447872,0.4,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-22,50-64yr,0,447872,0,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-23,50-64yr,1,447872,0.2,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-24,50-64yr,4,447872,1.1,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-25,50-64yr,7,447872,2.5,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-26,50-64yr,13,447872,4.5,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-27,50-64yr,21,447872,7.6,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-28,50-64yr,28,447872,10.9,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-29,50-64yr,27,447872,12.3,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-30,50-64yr,27,447872,12.1,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-31,50-64yr,27,447872,12.1,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-32,50-64yr,12,447872,8.7,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-33,50-64yr,29,447872,9.2,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-34,50-64yr,35,447872,14.3,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-35,50-64yr,42,447872,17.2,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-36,50-64yr,53,447872,21.2,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-37,50-64yr,114,447872,37.3,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-38,50-64yr,167,447872,62.7,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-39,50-64yr,206,447872,83.3,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-40,50-64yr,263,447872,104.7,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-41,50-64yr,460,447872,161.4,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-42,50-64yr,1026,447872,331.8,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-43,50-64yr,2298,447872,742.2,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-44,50-64yr,2961,447872,1174.2,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-45,50-64yr,2412,447872,1199.7,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-46,50-64yr,2470,447872,1090,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-47,50-64yr,2447,447872,1097.9,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-48,50-64yr,2453,447872,1094.1,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-49,50-64yr,2386,447872,1080.4,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-50,50-64yr,2553,447872,1102.8,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-51,50-64yr,2375,447872,1100.3,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-52,50-64yr,2365,447872,1058.3,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-53,50-64yr,2631,447872,1115.5,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-01,50-64yr,3303,447872,1324.9,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-02,50-64yr,2406,447872,1274.7,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-03,50-64yr,2153,447872,1017.9,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-04,50-64yr,2201,447872,972.2,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-05,50-64yr,1657,447872,861.4,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-06,50-64yr,1373,447872,676.5,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-07,50-64yr,1164,447872,566.5,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-08,50-64yr,1187,447872,524.9,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-09,50-64yr,1152,447872,522.2,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-10,50-64yr,1073,447872,496.8,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-11,50-64yr,1212,447872,510.2,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-12,50-64yr,1376,447872,577.8,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-13,50-64yr,1571,447872,658,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-14,50-64yr,1423,447872,668.5,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-15,50-64yr,1227,447872,591.7,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-16,50-64yr,951,447872,486.3,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-17,50-64yr,1037,447872,443.9,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-10,65-79yr,3,309837,,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-11,65-79yr,13,309837,5.2,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-12,65-79yr,22,309837,11.3,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-13,65-79yr,70,309837,29.7,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-14,65-79yr,35,309837,33.9,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-15,65-79yr,17,309837,16.8,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-16,65-79yr,17,309837,11,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-17,65-79yr,12,309837,9.4,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-18,65-79yr,6,309837,5.8,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-19,65-79yr,1,309837,2.3,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-20,65-79yr,1,309837,0.6,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-21,65-79yr,0,309837,0.3,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-22,65-79yr,0,309837,0,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-23,65-79yr,0,309837,0,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-24,65-79yr,0,309837,0,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-25,65-79yr,1,309837,0.3,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-26,65-79yr,0,309837,0.3,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-27,65-79yr,5,309837,1.6,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-28,65-79yr,8,309837,4.2,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-29,65-79yr,13,309837,6.8,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-30,65-79yr,19,309837,10.3,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-31,65-79yr,6,309837,8.1,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-32,65-79yr,8,309837,4.5,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-33,65-79yr,10,309837,5.8,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-34,65-79yr,17,309837,8.7,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-35,65-79yr,25,309837,13.6,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-36,65-79yr,20,309837,14.5,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-37,65-79yr,34,309837,17.4,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-38,65-79yr,53,309837,28.1,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-39,65-79yr,68,309837,39.1,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-40,65-79yr,110,309837,57.4,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-41,65-79yr,172,309837,91,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-42,65-79yr,341,309837,165.6,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-43,65-79yr,816,309837,373.4,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-44,65-79yr,1132,309837,628.7,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-45,65-79yr,1166,309837,741.7,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-46,65-79yr,1162,309837,751.4,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-47,65-79yr,1176,309837,754.6,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-48,65-79yr,1115,309837,739.4,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-49,65-79yr,1137,309837,726.8,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-50,65-79yr,1166,309837,743.3,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-51,65-79yr,1074,309837,723,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-52,65-79yr,1086,309837,697.1,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-53,65-79yr,1315,309837,774.9,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-01,65-79yr,1614,309837,945.3,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-02,65-79yr,1200,309837,908.2,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-03,65-79yr,1099,309837,742,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-04,65-79yr,926,309837,653.6,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-05,65-79yr,753,309837,541.9,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-06,65-79yr,498,309837,403.8,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-07,65-79yr,562,309837,342.1,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-08,65-79yr,634,309837,386,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-09,65-79yr,624,309837,406,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-10,65-79yr,521,309837,369.5,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-11,65-79yr,644,309837,376,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-12,65-79yr,647,309837,416.7,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-13,65-79yr,675,309837,426.7,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-14,65-79yr,685,309837,438.9,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-15,65-79yr,619,309837,420.9,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-16,65-79yr,458,309837,347.6,"TESSy COVID-19, national weekly data"
Slovenia,SI,2021-17,65-79yr,363,309837,265,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-10,80+yr,0,114167,,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-11,80+yr,10,114167,8.8,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-12,80+yr,26,114167,31.5,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-13,80+yr,56,114167,71.8,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-14,80+yr,77,114167,116.5,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-15,80+yr,38,114167,100.7,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-16,80+yr,31,114167,60.4,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-17,80+yr,11,114167,36.8,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-18,80+yr,10,114167,18.4,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-19,80+yr,5,114167,13.1,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-20,80+yr,0,114167,4.4,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-21,80+yr,1,114167,0.9,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-22,80+yr,0,114167,0.9,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-23,80+yr,0,114167,0,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-24,80+yr,0,114167,0,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-25,80+yr,0,114167,0,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-26,80+yr,1,114167,0.9,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-27,80+yr,7,114167,7,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-28,80+yr,5,114167,10.5,"TESSy COVID-19, national weekly data"
Slovenia,SI,2020-29,80+yr,9,114167,12.3,"TESSy COVID-19, national weekly data"
